,Name,Price,Year,Kms_Driven,Owner_type,City
2983,"2017, Yamaha FZ25 Standard BS4 ","75,000 ",2017 model,"14,000  kms",1st Owner,Bangalore 
2984,"2013, Royal Enfield Classic Desert Storm Single Disc ","1,10,000 ",2013 model,"65,000  kms",1st Owner,Pune 
2985,"2020, Hero Maestro Edge 125 Alloy Wheel - Drum - BS VI ","70,000 ",2020 model,"8,500  kms",1st Owner,Jaipur 
2986,"2019, Yamaha YZF R15 V3 [2018 - 2021] Monster Energy Edition ","1,20,000 ",2019 model,"15,400  kms",1st Owner,Cuttack 
2987,"2014, Royal Enfield Classic Desert Storm Single Disc ","1,30,000 ",2014 model,"9,004  kms",1st Owner,Panchkula 
2988,"2019, Bajaj Dominar 400 Standard - BS IV ","1,40,000 ",2019 model,"15,000  kms",3rd Owner,Ulhasnagar 
2989,"2014, Honda Activa [2000-2015] Deluxe ","18,000 ",2014 model,"48,500  kms",1st Owner,Delhi 
2990,"2017, KTM 250 Duke Standard ","1,50,000 ",2017 model,"50,000  kms",2nd Owner,Cuddalore 
2991,"2018, Suzuki Intruder 150 Standard - BS IV ","60,000 ",2018 model,"53,000  kms",1st Owner,Vasai 
2992,"2018, Yamaha Fazer FI V 2.0 [2016-2018] Standard ","50,000 ",2018 model,"40,000  kms",3rd Owner,Bharatpur 
2993,"2017, TVS Victor Disc ","45,000 ",2017 model,"10,000  kms",1st Owner,Serampore 
2994,"2015, TVS Jupiter Standard ","35,000 ",2015 model,"4,500  kms",1st Owner,Delhi 
2995,"2011, Hero Karizma [2003-2014] R ","35,000 ",2011 model,"42,000  kms",1st Owner,Hyderabad 
2996,"2016, Bajaj Avenger Street 220 Standard ","60,000 ",2016 model,"17,000  kms",1st Owner,Mumbai 
2997,"2020, TVS XL 100 Standard ","40,000 ",2020 model,"35,000  kms",1st Owner,Delhi 
2998,"2021, Aprilia SXR 160 Standard ","1,10,000 ",2021 model,"8,800  kms",1st Owner,Tiruppur 
2999,"2022, Hero Xpulse 200 4V Standard ","1,45,000 ",2022 model,"12,000  kms",1st Owner,Visakhapatnam 
3000,"2019, Kawasaki Ninja 650 Standard ","6,50,000 ",2019 model,"8,020  kms",1st Owner,Hyderabad 
3001,"2020, Yamaha FZ S FI Standard - BS VI [2020] ","90,000 ",2020 model,"10,600  kms",1st Owner,Durgapur 
3002,"2018, Aprilia SR 150 Facelift ","75,000 ",2018 model,"4,000  kms",1st Owner,Delhi 
3003,"2017, Yamaha FZ25 Standard BS4 ","75,000 ",2017 model,"14,000  kms",1st Owner,Bangalore 
3004,"2013, Royal Enfield Classic Desert Storm Single Disc ","1,10,000 ",2013 model,"65,000  kms",1st Owner,Pune 
3005,"2020, Hero Maestro Edge 125 Alloy Wheel - Drum - BS VI ","70,000 ",2020 model,"8,500  kms",1st Owner,Jaipur 
3006,"2019, Yamaha YZF R15 V3 [2018 - 2021] Monster Energy Edition ","1,20,000 ",2019 model,"15,400  kms",1st Owner,Cuttack 
3007,"2014, Royal Enfield Classic Desert Storm Single Disc ","1,30,000 ",2014 model,"9,004  kms",1st Owner,Panchkula 
3008,"2019, Bajaj Dominar 400 Standard - BS IV ","1,40,000 ",2019 model,"15,000  kms",3rd Owner,Ulhasnagar 
3009,"2014, Honda Activa [2000-2015] Deluxe ","18,000 ",2014 model,"48,500  kms",1st Owner,Delhi 
3010,"2017, KTM 250 Duke Standard ","1,50,000 ",2017 model,"50,000  kms",2nd Owner,Cuddalore 
3011,"2018, Suzuki Intruder 150 Standard - BS IV ","60,000 ",2018 model,"53,000  kms",1st Owner,Vasai 
3012,"2018, Yamaha Fazer FI V 2.0 [2016-2018] Standard ","50,000 ",2018 model,"40,000  kms",3rd Owner,Bharatpur 
3013,"2017, TVS Victor Disc ","45,000 ",2017 model,"10,000  kms",1st Owner,Serampore 
3014,"2015, TVS Jupiter Standard ","35,000 ",2015 model,"4,500  kms",1st Owner,Delhi 
3015,"2011, Hero Karizma [2003-2014] R ","35,000 ",2011 model,"42,000  kms",1st Owner,Hyderabad 
3016,"2016, Bajaj Avenger Street 220 Standard ","60,000 ",2016 model,"17,000  kms",1st Owner,Mumbai 
3017,"2020, TVS XL 100 Standard ","40,000 ",2020 model,"35,000  kms",1st Owner,Delhi 
3018,"2021, Aprilia SXR 160 Standard ","1,10,000 ",2021 model,"8,800  kms",1st Owner,Tiruppur 
3019,"2022, Hero Xpulse 200 4V Standard ","1,45,000 ",2022 model,"12,000  kms",1st Owner,Visakhapatnam 
3020,"2019, Kawasaki Ninja 650 Standard ","6,50,000 ",2019 model,"8,020  kms",1st Owner,Hyderabad 
3021,"2020, Yamaha FZ S FI Standard - BS VI [2020] ","90,000 ",2020 model,"10,600  kms",1st Owner,Durgapur 
3022,"2018, Aprilia SR 150 Facelift ","75,000 ",2018 model,"4,000  kms",1st Owner,Delhi 
3023,"2017, Yamaha FZ25 Standard BS4 ","75,000 ",2017 model,"14,000  kms",1st Owner,Bangalore 
3024,"2013, Royal Enfield Classic Desert Storm Single Disc ","1,10,000 ",2013 model,"65,000  kms",1st Owner,Pune 
3025,"2020, Hero Maestro Edge 125 Alloy Wheel - Drum - BS VI ","70,000 ",2020 model,"8,500  kms",1st Owner,Jaipur 
3026,"2019, Yamaha YZF R15 V3 [2018 - 2021] Monster Energy Edition ","1,20,000 ",2019 model,"15,400  kms",1st Owner,Cuttack 
3027,"2014, Royal Enfield Classic Desert Storm Single Disc ","1,30,000 ",2014 model,"9,004  kms",1st Owner,Panchkula 
3028,"2019, Bajaj Dominar 400 Standard - BS IV ","1,40,000 ",2019 model,"15,000  kms",3rd Owner,Ulhasnagar 
3029,"2014, Honda Activa [2000-2015] Deluxe ","18,000 ",2014 model,"48,500  kms",1st Owner,Delhi 
3030,"2017, KTM 250 Duke Standard ","1,50,000 ",2017 model,"50,000  kms",2nd Owner,Cuddalore 
3031,"2018, Suzuki Intruder 150 Standard - BS IV ","60,000 ",2018 model,"53,000  kms",1st Owner,Vasai 
3032,"2018, Yamaha Fazer FI V 2.0 [2016-2018] Standard ","50,000 ",2018 model,"40,000  kms",3rd Owner,Bharatpur 
3033,"2017, TVS Victor Disc ","45,000 ",2017 model,"10,000  kms",1st Owner,Serampore 
3034,"2015, TVS Jupiter Standard ","35,000 ",2015 model,"4,500  kms",1st Owner,Delhi 
3035,"2011, Hero Karizma [2003-2014] R ","35,000 ",2011 model,"42,000  kms",1st Owner,Hyderabad 
3036,"2016, Bajaj Avenger Street 220 Standard ","60,000 ",2016 model,"17,000  kms",1st Owner,Mumbai 
3037,"2020, TVS XL 100 Standard ","40,000 ",2020 model,"35,000  kms",1st Owner,Delhi 
3038,"2021, Aprilia SXR 160 Standard ","1,10,000 ",2021 model,"8,800  kms",1st Owner,Tiruppur 
3039,"2022, Hero Xpulse 200 4V Standard ","1,45,000 ",2022 model,"12,000  kms",1st Owner,Visakhapatnam 
3040,"2019, Kawasaki Ninja 650 Standard ","6,50,000 ",2019 model,"8,020  kms",1st Owner,Hyderabad 
3041,"2020, Yamaha FZ S FI Standard - BS VI [2020] ","90,000 ",2020 model,"10,600  kms",1st Owner,Durgapur 
3042,"2018, Aprilia SR 150 Facelift ","75,000 ",2018 model,"4,000  kms",1st Owner,Delhi 
3043,"2017, Yamaha FZ25 Standard BS4 ","75,000 ",2017 model,"14,000  kms",1st Owner,Bangalore 
3044,"2013, Royal Enfield Classic Desert Storm Single Disc ","1,10,000 ",2013 model,"65,000  kms",1st Owner,Pune 
3045,"2020, Hero Maestro Edge 125 Alloy Wheel - Drum - BS VI ","70,000 ",2020 model,"8,500  kms",1st Owner,Jaipur 
3046,"2019, Yamaha YZF R15 V3 [2018 - 2021] Monster Energy Edition ","1,20,000 ",2019 model,"15,400  kms",1st Owner,Cuttack 
3047,"2014, Royal Enfield Classic Desert Storm Single Disc ","1,30,000 ",2014 model,"9,004  kms",1st Owner,Panchkula 
3048,"2019, Bajaj Dominar 400 Standard - BS IV ","1,40,000 ",2019 model,"15,000  kms",3rd Owner,Ulhasnagar 
3049,"2014, Honda Activa [2000-2015] Deluxe ","18,000 ",2014 model,"48,500  kms",1st Owner,Delhi 
3050,"2017, KTM 250 Duke Standard ","1,50,000 ",2017 model,"50,000  kms",2nd Owner,Cuddalore 
3051,"2018, Suzuki Intruder 150 Standard - BS IV ","60,000 ",2018 model,"53,000  kms",1st Owner,Vasai 
3052,"2018, Yamaha Fazer FI V 2.0 [2016-2018] Standard ","50,000 ",2018 model,"40,000  kms",3rd Owner,Bharatpur 
3053,"2017, TVS Victor Disc ","45,000 ",2017 model,"10,000  kms",1st Owner,Serampore 
3054,"2015, TVS Jupiter Standard ","35,000 ",2015 model,"4,500  kms",1st Owner,Delhi 
3055,"2011, Hero Karizma [2003-2014] R ","35,000 ",2011 model,"42,000  kms",1st Owner,Hyderabad 
3056,"2016, Bajaj Avenger Street 220 Standard ","60,000 ",2016 model,"17,000  kms",1st Owner,Mumbai 
3057,"2020, TVS XL 100 Standard ","40,000 ",2020 model,"35,000  kms",1st Owner,Delhi 
3058,"2021, Aprilia SXR 160 Standard ","1,10,000 ",2021 model,"8,800  kms",1st Owner,Tiruppur 
3059,"2022, Hero Xpulse 200 4V Standard ","1,45,000 ",2022 model,"12,000  kms",1st Owner,Visakhapatnam 
3060,"2019, Kawasaki Ninja 650 Standard ","6,50,000 ",2019 model,"8,020  kms",1st Owner,Hyderabad 
3061,"2020, Yamaha FZ S FI Standard - BS VI [2020] ","90,000 ",2020 model,"10,600  kms",1st Owner,Durgapur 
3062,"2018, Aprilia SR 150 Facelift ","75,000 ",2018 model,"4,000  kms",1st Owner,Delhi 
3063,"2017, Yamaha FZ25 Standard BS4 ","75,000 ",2017 model,"14,000  kms",1st Owner,Bangalore 
3064,"2013, Royal Enfield Classic Desert Storm Single Disc ","1,10,000 ",2013 model,"65,000  kms",1st Owner,Pune 
3065,"2020, Hero Maestro Edge 125 Alloy Wheel - Drum - BS VI ","70,000 ",2020 model,"8,500  kms",1st Owner,Jaipur 
3066,"2019, Yamaha YZF R15 V3 [2018 - 2021] Monster Energy Edition ","1,20,000 ",2019 model,"15,400  kms",1st Owner,Cuttack 
3067,"2014, Royal Enfield Classic Desert Storm Single Disc ","1,30,000 ",2014 model,"9,004  kms",1st Owner,Panchkula 
3068,"2019, Bajaj Dominar 400 Standard - BS IV ","1,40,000 ",2019 model,"15,000  kms",3rd Owner,Ulhasnagar 
3069,"2014, Honda Activa [2000-2015] Deluxe ","18,000 ",2014 model,"48,500  kms",1st Owner,Delhi 
3070,"2017, KTM 250 Duke Standard ","1,50,000 ",2017 model,"50,000  kms",2nd Owner,Cuddalore 
3071,"2018, Suzuki Intruder 150 Standard - BS IV ","60,000 ",2018 model,"53,000  kms",1st Owner,Vasai 
3072,"2018, Yamaha Fazer FI V 2.0 [2016-2018] Standard ","50,000 ",2018 model,"40,000  kms",3rd Owner,Bharatpur 
3073,"2017, TVS Victor Disc ","45,000 ",2017 model,"10,000  kms",1st Owner,Serampore 
3074,"2015, TVS Jupiter Standard ","35,000 ",2015 model,"4,500  kms",1st Owner,Delhi 
3075,"2011, Hero Karizma [2003-2014] R ","35,000 ",2011 model,"42,000  kms",1st Owner,Hyderabad 
3076,"2016, Bajaj Avenger Street 220 Standard ","60,000 ",2016 model,"17,000  kms",1st Owner,Mumbai 
3077,"2020, TVS XL 100 Standard ","40,000 ",2020 model,"35,000  kms",1st Owner,Delhi 
3078,"2021, Aprilia SXR 160 Standard ","1,10,000 ",2021 model,"8,800  kms",1st Owner,Tiruppur 
3079,"2022, Hero Xpulse 200 4V Standard ","1,45,000 ",2022 model,"12,000  kms",1st Owner,Visakhapatnam 
3080,"2019, Kawasaki Ninja 650 Standard ","6,50,000 ",2019 model,"8,020  kms",1st Owner,Hyderabad 
3081,"2020, Yamaha FZ S FI Standard - BS VI [2020] ","90,000 ",2020 model,"10,600  kms",1st Owner,Durgapur 
3082,"2018, Aprilia SR 150 Facelift ","75,000 ",2018 model,"4,000  kms",1st Owner,Delhi 
3083,"2017, Yamaha FZ25 Standard BS4 ","75,000 ",2017 model,"14,000  kms",1st Owner,Bangalore 
3084,"2013, Royal Enfield Classic Desert Storm Single Disc ","1,10,000 ",2013 model,"65,000  kms",1st Owner,Pune 
3085,"2020, Hero Maestro Edge 125 Alloy Wheel - Drum - BS VI ","70,000 ",2020 model,"8,500  kms",1st Owner,Jaipur 
3086,"2019, Yamaha YZF R15 V3 [2018 - 2021] Monster Energy Edition ","1,20,000 ",2019 model,"15,400  kms",1st Owner,Cuttack 
3087,"2014, Royal Enfield Classic Desert Storm Single Disc ","1,30,000 ",2014 model,"9,004  kms",1st Owner,Panchkula 
3088,"2019, Bajaj Dominar 400 Standard - BS IV ","1,40,000 ",2019 model,"15,000  kms",3rd Owner,Ulhasnagar 
3089,"2014, Honda Activa [2000-2015] Deluxe ","18,000 ",2014 model,"48,500  kms",1st Owner,Delhi 
3090,"2017, KTM 250 Duke Standard ","1,50,000 ",2017 model,"50,000  kms",2nd Owner,Cuddalore 
3091,"2018, Suzuki Intruder 150 Standard - BS IV ","60,000 ",2018 model,"53,000  kms",1st Owner,Vasai 
3092,"2018, Yamaha Fazer FI V 2.0 [2016-2018] Standard ","50,000 ",2018 model,"40,000  kms",3rd Owner,Bharatpur 
3093,"2017, TVS Victor Disc ","45,000 ",2017 model,"10,000  kms",1st Owner,Serampore 
3094,"2015, TVS Jupiter Standard ","35,000 ",2015 model,"4,500  kms",1st Owner,Delhi 
3095,"2011, Hero Karizma [2003-2014] R ","35,000 ",2011 model,"42,000  kms",1st Owner,Hyderabad 
3096,"2016, Bajaj Avenger Street 220 Standard ","60,000 ",2016 model,"17,000  kms",1st Owner,Mumbai 
3097,"2020, TVS XL 100 Standard ","40,000 ",2020 model,"35,000  kms",1st Owner,Delhi 
3098,"2021, Aprilia SXR 160 Standard ","1,10,000 ",2021 model,"8,800  kms",1st Owner,Tiruppur 
3099,"2022, Hero Xpulse 200 4V Standard ","1,45,000 ",2022 model,"12,000  kms",1st Owner,Visakhapatnam 
3100,"2019, Kawasaki Ninja 650 Standard ","6,50,000 ",2019 model,"8,020  kms",1st Owner,Hyderabad 
3101,"2020, Yamaha FZ S FI Standard - BS VI [2020] ","90,000 ",2020 model,"10,600  kms",1st Owner,Durgapur 
3102,"2018, Aprilia SR 150 Facelift ","75,000 ",2018 model,"4,000  kms",1st Owner,Delhi 
3103,"2017, Yamaha FZ25 Standard BS4 ","75,000 ",2017 model,"14,000  kms",1st Owner,Bangalore 
3104,"2013, Royal Enfield Classic Desert Storm Single Disc ","1,10,000 ",2013 model,"65,000  kms",1st Owner,Pune 
3105,"2020, Hero Maestro Edge 125 Alloy Wheel - Drum - BS VI ","70,000 ",2020 model,"8,500  kms",1st Owner,Jaipur 
3106,"2019, Yamaha YZF R15 V3 [2018 - 2021] Monster Energy Edition ","1,20,000 ",2019 model,"15,400  kms",1st Owner,Cuttack 
3107,"2014, Royal Enfield Classic Desert Storm Single Disc ","1,30,000 ",2014 model,"9,004  kms",1st Owner,Panchkula 
3108,"2019, Bajaj Dominar 400 Standard - BS IV ","1,40,000 ",2019 model,"15,000  kms",3rd Owner,Ulhasnagar 
3109,"2014, Honda Activa [2000-2015] Deluxe ","18,000 ",2014 model,"48,500  kms",1st Owner,Delhi 
3110,"2017, KTM 250 Duke Standard ","1,50,000 ",2017 model,"50,000  kms",2nd Owner,Cuddalore 
3111,"2018, Suzuki Intruder 150 Standard - BS IV ","60,000 ",2018 model,"53,000  kms",1st Owner,Vasai 
3112,"2018, Yamaha Fazer FI V 2.0 [2016-2018] Standard ","50,000 ",2018 model,"40,000  kms",3rd Owner,Bharatpur 
3113,"2017, TVS Victor Disc ","45,000 ",2017 model,"10,000  kms",1st Owner,Serampore 
3114,"2015, TVS Jupiter Standard ","35,000 ",2015 model,"4,500  kms",1st Owner,Delhi 
3115,"2011, Hero Karizma [2003-2014] R ","35,000 ",2011 model,"42,000  kms",1st Owner,Hyderabad 
3116,"2016, Bajaj Avenger Street 220 Standard ","60,000 ",2016 model,"17,000  kms",1st Owner,Mumbai 
3117,"2020, TVS XL 100 Standard ","40,000 ",2020 model,"35,000  kms",1st Owner,Delhi 
3118,"2021, Aprilia SXR 160 Standard ","1,10,000 ",2021 model,"8,800  kms",1st Owner,Tiruppur 
3119,"2022, Hero Xpulse 200 4V Standard ","1,45,000 ",2022 model,"12,000  kms",1st Owner,Visakhapatnam 
3120,"2019, Kawasaki Ninja 650 Standard ","6,50,000 ",2019 model,"8,020  kms",1st Owner,Hyderabad 
3121,"2020, Yamaha FZ S FI Standard - BS VI [2020] ","90,000 ",2020 model,"10,600  kms",1st Owner,Durgapur 
3122,"2018, Aprilia SR 150 Facelift ","75,000 ",2018 model,"4,000  kms",1st Owner,Delhi 
3123,"2017, Yamaha FZ25 Standard BS4 ","75,000 ",2017 model,"14,000  kms",1st Owner,Bangalore 
3124,"2013, Royal Enfield Classic Desert Storm Single Disc ","1,10,000 ",2013 model,"65,000  kms",1st Owner,Pune 
3125,"2020, Hero Maestro Edge 125 Alloy Wheel - Drum - BS VI ","70,000 ",2020 model,"8,500  kms",1st Owner,Jaipur 
3126,"2019, Yamaha YZF R15 V3 [2018 - 2021] Monster Energy Edition ","1,20,000 ",2019 model,"15,400  kms",1st Owner,Cuttack 
3127,"2014, Royal Enfield Classic Desert Storm Single Disc ","1,30,000 ",2014 model,"9,004  kms",1st Owner,Panchkula 
3128,"2019, Bajaj Dominar 400 Standard - BS IV ","1,40,000 ",2019 model,"15,000  kms",3rd Owner,Ulhasnagar 
3129,"2014, Honda Activa [2000-2015] Deluxe ","18,000 ",2014 model,"48,500  kms",1st Owner,Delhi 
3130,"2017, KTM 250 Duke Standard ","1,50,000 ",2017 model,"50,000  kms",2nd Owner,Cuddalore 
3131,"2018, Suzuki Intruder 150 Standard - BS IV ","60,000 ",2018 model,"53,000  kms",1st Owner,Vasai 
3132,"2018, Yamaha Fazer FI V 2.0 [2016-2018] Standard ","50,000 ",2018 model,"40,000  kms",3rd Owner,Bharatpur 
3133,"2017, TVS Victor Disc ","45,000 ",2017 model,"10,000  kms",1st Owner,Serampore 
3134,"2015, TVS Jupiter Standard ","35,000 ",2015 model,"4,500  kms",1st Owner,Delhi 
3135,"2011, Hero Karizma [2003-2014] R ","35,000 ",2011 model,"42,000  kms",1st Owner,Hyderabad 
3136,"2016, Bajaj Avenger Street 220 Standard ","60,000 ",2016 model,"17,000  kms",1st Owner,Mumbai 
3137,"2020, TVS XL 100 Standard ","40,000 ",2020 model,"35,000  kms",1st Owner,Delhi 
3138,"2021, Aprilia SXR 160 Standard ","1,10,000 ",2021 model,"8,800  kms",1st Owner,Tiruppur 
3139,"2022, Hero Xpulse 200 4V Standard ","1,45,000 ",2022 model,"12,000  kms",1st Owner,Visakhapatnam 
3140,"2019, Kawasaki Ninja 650 Standard ","6,50,000 ",2019 model,"8,020  kms",1st Owner,Hyderabad 
3141,"2020, Yamaha FZ S FI Standard - BS VI [2020] ","90,000 ",2020 model,"10,600  kms",1st Owner,Durgapur 
3142,"2018, Aprilia SR 150 Facelift ","75,000 ",2018 model,"4,000  kms",1st Owner,Delhi 
3143,"2017, Yamaha FZ25 Standard BS4 ","75,000 ",2017 model,"14,000  kms",1st Owner,Bangalore 
3144,"2013, Royal Enfield Classic Desert Storm Single Disc ","1,10,000 ",2013 model,"65,000  kms",1st Owner,Pune 
3145,"2020, Hero Maestro Edge 125 Alloy Wheel - Drum - BS VI ","70,000 ",2020 model,"8,500  kms",1st Owner,Jaipur 
3146,"2019, Yamaha YZF R15 V3 [2018 - 2021] Monster Energy Edition ","1,20,000 ",2019 model,"15,400  kms",1st Owner,Cuttack 
3147,"2014, Royal Enfield Classic Desert Storm Single Disc ","1,30,000 ",2014 model,"9,004  kms",1st Owner,Panchkula 
3148,"2019, Bajaj Dominar 400 Standard - BS IV ","1,40,000 ",2019 model,"15,000  kms",3rd Owner,Ulhasnagar 
3149,"2014, Honda Activa [2000-2015] Deluxe ","18,000 ",2014 model,"48,500  kms",1st Owner,Delhi 
3150,"2017, KTM 250 Duke Standard ","1,50,000 ",2017 model,"50,000  kms",2nd Owner,Cuddalore 
3151,"2018, Suzuki Intruder 150 Standard - BS IV ","60,000 ",2018 model,"53,000  kms",1st Owner,Vasai 
3152,"2018, Yamaha Fazer FI V 2.0 [2016-2018] Standard ","50,000 ",2018 model,"40,000  kms",3rd Owner,Bharatpur 
3153,"2017, TVS Victor Disc ","45,000 ",2017 model,"10,000  kms",1st Owner,Serampore 
3154,"2015, TVS Jupiter Standard ","35,000 ",2015 model,"4,500  kms",1st Owner,Delhi 
3155,"2011, Hero Karizma [2003-2014] R ","35,000 ",2011 model,"42,000  kms",1st Owner,Hyderabad 
3156,"2016, Bajaj Avenger Street 220 Standard ","60,000 ",2016 model,"17,000  kms",1st Owner,Mumbai 
3157,"2020, TVS XL 100 Standard ","40,000 ",2020 model,"35,000  kms",1st Owner,Delhi 
3158,"2021, Aprilia SXR 160 Standard ","1,10,000 ",2021 model,"8,800  kms",1st Owner,Tiruppur 
3159,"2022, Hero Xpulse 200 4V Standard ","1,45,000 ",2022 model,"12,000  kms",1st Owner,Visakhapatnam 
3160,"2019, Kawasaki Ninja 650 Standard ","6,50,000 ",2019 model,"8,020  kms",1st Owner,Hyderabad 
3161,"2020, Yamaha FZ S FI Standard - BS VI [2020] ","90,000 ",2020 model,"10,600  kms",1st Owner,Durgapur 
3162,"2018, Aprilia SR 150 Facelift ","75,000 ",2018 model,"4,000  kms",1st Owner,Delhi 
3163,"2017, Yamaha FZ25 Standard BS4 ","75,000 ",2017 model,"14,000  kms",1st Owner,Bangalore 
3164,"2013, Royal Enfield Classic Desert Storm Single Disc ","1,10,000 ",2013 model,"65,000  kms",1st Owner,Pune 
3165,"2020, Hero Maestro Edge 125 Alloy Wheel - Drum - BS VI ","70,000 ",2020 model,"8,500  kms",1st Owner,Jaipur 
3166,"2019, Yamaha YZF R15 V3 [2018 - 2021] Monster Energy Edition ","1,20,000 ",2019 model,"15,400  kms",1st Owner,Cuttack 
3167,"2014, Royal Enfield Classic Desert Storm Single Disc ","1,30,000 ",2014 model,"9,004  kms",1st Owner,Panchkula 
3168,"2019, Bajaj Dominar 400 Standard - BS IV ","1,40,000 ",2019 model,"15,000  kms",3rd Owner,Ulhasnagar 
